Host clust2
From 2020-03-24T00:00:00.000000000 to 2020-07-21T00:00:00.000000000
Iteration 0: Epsilon = inf, ESS = 1000 Acc. rate = 100% Numb. unique particles = 1000
Kernel ratio: min = -1.47, max = 1.28, mean = -0.0454
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1102: Espilon = 875.2640, ESS = 628 Acc. rate = 27.26% Uniqueness rate particules = 97.8% Uniqueness rate components = 75.4% Global parameters uniqueness rate = 95.7%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.5, max = 1.62, mean = -0.0293
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1103: Espilon = 874.6216, ESS = 596 Acc. rate = 25.99% Uniqueness rate particules = 97.8% Uniqueness rate components = 76.4% Global parameters uniqueness rate = 95.7%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.45, max = 1.32, mean = -0.0139
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1104: Espilon = 873.9116, ESS = 566 Acc. rate = 26.72% Uniqueness rate particules = 97.8% Uniqueness rate components = 77.3% Global parameters uniqueness rate = 95.7%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.68, max = 1.43, mean = 0.00275
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1105: Espilon = 873.3524, ESS = 537 Acc. rate = 27.54% Uniqueness rate particules = 97.9% Uniqueness rate components = 78.0% Global parameters uniqueness rate = 95.7%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.21, max = 1.52, mean = -0.0218
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1106: Espilon = 872.9186, ESS = 510 Acc. rate = 26.35% Uniqueness rate particules = 97.9% Uniqueness rate components = 78.7% Global parameters uniqueness rate = 95.7%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.7, max = 1.5, mean = -0.00856
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1107: Espilon = 872.4687, ESS = 1000 Acc. rate = 25.76% Uniqueness rate particules = 87.8% Uniqueness rate components = 51.5% Global parameters uniqueness rate = 82.0%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.73, max = 1.97, mean = -0.0213
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1108: Espilon = 871.8862, ESS = 950 Acc. rate = 28.31% Uniqueness rate particules = 95.5% Uniqueness rate components = 56.7% Global parameters uniqueness rate = 91.7%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -1.41, max = 1.68, mean = -0.00484
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1109: Espilon = 871.2903, ESS = 902 Acc. rate = 26.58% Uniqueness rate particules = 97.2% Uniqueness rate components = 60.6% Global parameters uniqueness rate = 93.8%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -2.16, max = 1.57, mean = -0.0378
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1110: Espilon = 870.8672, ESS = 856 Acc. rate = 26.76% Uniqueness rate particules = 97.3% Uniqueness rate components = 64.2% Global parameters uniqueness rate = 94.6%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -1.46, max = 1.65, mean = -0.0215
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1111: Espilon = 870.3310, ESS = 813 Acc. rate = 27.33% Uniqueness rate particules = 97.4% Uniqueness rate components = 67.1% Global parameters uniqueness rate = 95.1%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -1.8, max = 1.42, mean = -0.00518
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1112: Espilon = 869.6796, ESS = 772 Acc. rate = 26.74% Uniqueness rate particules = 97.4% Uniqueness rate components = 69.3% Global parameters uniqueness rate = 95.9%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -1.61, max = 1.6, mean = 0.0182
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1113: Espilon = 869.2465, ESS = 733 Acc. rate = 27.28% Uniqueness rate particules = 97.4% Uniqueness rate components = 71.5% Global parameters uniqueness rate = 96.0%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -1.48, max = 1.63, mean = -0.0215
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1114: Espilon = 868.4918, ESS = 696 Acc. rate = 26.75% Uniqueness rate particules = 97.4% Uniqueness rate components = 72.9% Global parameters uniqueness rate = 96.1%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -1.76, max = 1.56, mean = -0.0496
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1115: Espilon = 867.9045, ESS = 661 Acc. rate = 27.23% Uniqueness rate particules = 97.5% Uniqueness rate components = 74.3% Global parameters uniqueness rate = 96.2%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.84, max = 1.3, mean = -0.0285
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1116: Espilon = 867.3073, ESS = 628 Acc. rate = 26.61% Uniqueness rate particules = 97.5% Uniqueness rate components = 75.4% Global parameters uniqueness rate = 96.2%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.47, max = 1.36, mean = -0.0438
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1117: Espilon = 866.7644, ESS = 596 Acc. rate = 26.89% Uniqueness rate particules = 97.5% Uniqueness rate components = 76.7% Global parameters uniqueness rate = 96.3%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.26, max = 1.68, mean = -0.0039
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1118: Espilon = 866.1731, ESS = 566 Acc. rate = 26.24% Uniqueness rate particules = 97.5% Uniqueness rate components = 77.6% Global parameters uniqueness rate = 96.3%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.47, max = 1.71, mean = -0.0296
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1119: Espilon = 865.6814, ESS = 537 Acc. rate = 27.13% Uniqueness rate particules = 97.5% Uniqueness rate components = 78.3% Global parameters uniqueness rate = 96.3%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.65, max = 1.69, mean = -0.00775
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1120: Espilon = 865.0495, ESS = 510 Acc. rate = 28.69% Uniqueness rate particules = 97.6% Uniqueness rate components = 79.1% Global parameters uniqueness rate = 96.3%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.93, max = 1.25, mean = -0.00971
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1121: Espilon = 864.4442, ESS = 1000 Acc. rate = 27.28% Uniqueness rate particules = 88.3% Uniqueness rate components = 51.8% Global parameters uniqueness rate = 82.8%

Sampling 950 zs...
Computing 950 distances...
Kernel ratio: min = -1.81, max = 1.5, mean = 0.000645
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1122: Espilon = 863.9756, ESS = 950 Acc. rate = 26.81% Uniqueness rate particules = 94.4% Uniqueness rate components = 56.3% Global parameters uniqueness rate = 91.0%

Sampling 902 zs...
Computing 902 distances...
Kernel ratio: min = -1.48, max = 1.59, mean = 0.00893
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1123: Espilon = 863.4628, ESS = 902 Acc. rate = 26.61% Uniqueness rate particules = 96.7% Uniqueness rate components = 60.1% Global parameters uniqueness rate = 94.5%

Sampling 856 zs...
Computing 856 distances...
Kernel ratio: min = -1.86, max = 1.5, mean = -0.0137
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1124: Espilon = 863.0182, ESS = 856 Acc. rate = 25.71% Uniqueness rate particules = 96.9% Uniqueness rate components = 63.7% Global parameters uniqueness rate = 95.0%

Sampling 813 zs...
Computing 813 distances...
Kernel ratio: min = -2.02, max = 1.69, mean = -0.0225
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1125: Espilon = 862.5444, ESS = 813 Acc. rate = 26.12% Uniqueness rate particules = 97.1% Uniqueness rate components = 66.6% Global parameters uniqueness rate = 95.6%

Sampling 772 zs...
Computing 772 distances...
Kernel ratio: min = -1.47, max = 1.8, mean = -0.0139
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1126: Espilon = 861.7736, ESS = 772 Acc. rate = 26.38% Uniqueness rate particules = 97.3% Uniqueness rate components = 68.6% Global parameters uniqueness rate = 95.8%

Sampling 733 zs...
Computing 733 distances...
Kernel ratio: min = -1.82, max = 1.72, mean = -0.0186
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1127: Espilon = 861.3078, ESS = 733 Acc. rate = 27.73% Uniqueness rate particules = 97.3% Uniqueness rate components = 70.6% Global parameters uniqueness rate = 96.0%

Sampling 696 zs...
Computing 696 distances...
Kernel ratio: min = -1.85, max = 1.62, mean = -0.0169
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1128: Espilon = 860.6409, ESS = 696 Acc. rate = 26.09% Uniqueness rate particules = 97.3% Uniqueness rate components = 72.4% Global parameters uniqueness rate = 96.1%

Sampling 661 zs...
Computing 661 distances...
Kernel ratio: min = -1.72, max = 1.3, mean = -0.0134
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1129: Espilon = 860.1836, ESS = 661 Acc. rate = 25.48% Uniqueness rate particules = 97.3% Uniqueness rate components = 74.0% Global parameters uniqueness rate = 96.1%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.44, max = 1.19, mean = -0.0424
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1130: Espilon = 859.5823, ESS = 628 Acc. rate = 24.96% Uniqueness rate particules = 97.3% Uniqueness rate components = 75.2% Global parameters uniqueness rate = 96.2%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.31, max = 1.75, mean = -0.026
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1131: Espilon = 859.1839, ESS = 596 Acc. rate = 27.22% Uniqueness rate particules = 97.3% Uniqueness rate components = 76.0% Global parameters uniqueness rate = 96.2%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.33, max = 1.28, mean = -0.0477
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1132: Espilon = 858.4528, ESS = 566 Acc. rate = 28.39% Uniqueness rate particules = 97.3% Uniqueness rate components = 76.9% Global parameters uniqueness rate = 96.2%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.46, max = 1.32, mean = -0.032
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1133: Espilon = 857.9193, ESS = 537 Acc. rate = 26.77% Uniqueness rate particules = 97.3% Uniqueness rate components = 77.7% Global parameters uniqueness rate = 96.2%

Sampling 510 zs...
Computing 510 distances...
Kernel ratio: min = -1.57, max = 1.44, mean = -0.00216
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1134: Espilon = 857.4073, ESS = 510 Acc. rate = 26.90% Uniqueness rate particules = 97.3% Uniqueness rate components = 78.4% Global parameters uniqueness rate = 96.2%

Resampling... 484 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.78, max = 1.41, mean = -0.0351
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1135: Espilon = 856.6697, ESS = 1000 Acc. rate = 27.73% Uniqueness rate particules = 88.0% Uniqueness rate components = 51.6% Global parameters uniqueness rate = 83.8%

Sampling 951 zs...
Computing 951 distances...
Kernel ratio: min = -1.99, max = 1.5, mean = -0.0266
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1136: Espilon = 856.1685, ESS = 951 Acc. rate = 25.96% Uniqueness rate particules = 94.9% Uniqueness rate components = 56.5% Global parameters uniqueness rate = 90.8%

Sampling 903 zs...
Computing 903 distances...
Kernel ratio: min = -1.74, max = 1.59, mean = -0.0328
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1137: Espilon = 855.6331, ESS = 903 Acc. rate = 27.03% Uniqueness rate particules = 96.1% Uniqueness rate components = 60.2% Global parameters uniqueness rate = 93.1%

Sampling 857 zs...
Computing 857 distances...
Kernel ratio: min = -1.81, max = 1.61, mean = -0.00375
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1138: Espilon = 855.0534, ESS = 857 Acc. rate = 26.60% Uniqueness rate particules = 96.6% Uniqueness rate components = 63.6% Global parameters uniqueness rate = 93.7%

Sampling 814 zs...
Computing 814 distances...
Kernel ratio: min = -1.53, max = 1.57, mean = 0.000809
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1139: Espilon = 854.5054, ESS = 814 Acc. rate = 25.88% Uniqueness rate particules = 96.6% Uniqueness rate components = 66.5% Global parameters uniqueness rate = 94.0%

Sampling 773 zs...
Computing 773 distances...
Kernel ratio: min = -1.64, max = 1.6, mean = -0.0176
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1140: Espilon = 853.9702, ESS = 773 Acc. rate = 26.50% Uniqueness rate particules = 96.7% Uniqueness rate components = 68.8% Global parameters uniqueness rate = 94.2%

Sampling 734 zs...
Computing 734 distances...
Kernel ratio: min = -1.64, max = 1.62, mean = 0.00389
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1141: Espilon = 853.5038, ESS = 734 Acc. rate = 25.96% Uniqueness rate particules = 96.8% Uniqueness rate components = 71.0% Global parameters uniqueness rate = 94.4%

Sampling 697 zs...
Computing 697 distances...
Kernel ratio: min = -1.6, max = 1.61, mean = -0.0121
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1142: Espilon = 853.0270, ESS = 697 Acc. rate = 25.76% Uniqueness rate particules = 96.8% Uniqueness rate components = 72.7% Global parameters uniqueness rate = 94.5%

Sampling 662 zs...
Computing 662 distances...
Kernel ratio: min = -1.58, max = 1.44, mean = -0.0267
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1143: Espilon = 852.5118, ESS = 662 Acc. rate = 27.67% Uniqueness rate particules = 96.8% Uniqueness rate components = 74.1% Global parameters uniqueness rate = 94.6%

Sampling 628 zs...
Computing 628 distances...
Kernel ratio: min = -1.43, max = 1.48, mean = -0.0297
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1144: Espilon = 851.9426, ESS = 628 Acc. rate = 27.81% Uniqueness rate particules = 96.8% Uniqueness rate components = 75.4% Global parameters uniqueness rate = 94.6%

Sampling 596 zs...
Computing 596 distances...
Kernel ratio: min = -1.4, max = 1.36, mean = -0.0221
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1145: Espilon = 851.5821, ESS = 596 Acc. rate = 26.54% Uniqueness rate particules = 96.8% Uniqueness rate components = 76.4% Global parameters uniqueness rate = 94.7%

Sampling 566 zs...
Computing 566 distances...
Kernel ratio: min = -1.34, max = 1.42, mean = -0.00226
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1146: Espilon = 850.9270, ESS = 566 Acc. rate = 26.55% Uniqueness rate particules = 96.8% Uniqueness rate components = 77.2% Global parameters uniqueness rate = 94.8%

Sampling 537 zs...
Computing 537 distances...
Kernel ratio: min = -1.63, max = 1.45, mean = 0.000483
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1147: Espilon = 850.2650, ESS = 537 Acc. rate = 26.78% Uniqueness rate particules = 96.8% Uniqueness rate components = 77.8% Global parameters uniqueness rate = 94.8%

Sampling 511 zs...
Computing 511 distances...
Kernel ratio: min = -1.19, max = 1.69, mean = -0.0173
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1148: Espilon = 849.7367, ESS = 511 Acc. rate = 27.30% Uniqueness rate particules = 96.8% Uniqueness rate components = 78.4% Global parameters uniqueness rate = 94.8%

Resampling... 485 unique particles left
Sampling 1000 zs...
Computing 1000 distances...
Kernel ratio: min = -1.72, max = 1.69, mean = -0.00543
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1149: Espilon = 849.1750, ESS = 1000 Acc. rate = 25.74% Uniqueness rate particules = 88.2% Uniqueness rate components = 51.3% Global parameters uniqueness rate = 83.1%

Sampling 951 zs...
Computing 951 distances...
Kernel ratio: min = -1.53, max = 1.6, mean = -0.0428
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1150: Espilon = 848.5030, ESS = 951 Acc. rate = 26.45% Uniqueness rate particules = 94.7% Uniqueness rate components = 56.4% Global parameters uniqueness rate = 91.0%

Sampling 904 zs...
Computing 904 distances...
Kernel ratio: min = -1.8, max = 1.32, mean = -0.0349
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1151: Espilon = 848.1861, ESS = 904 Acc. rate = 26.48% Uniqueness rate particules = 96.7% Uniqueness rate components = 60.1% Global parameters uniqueness rate = 93.8%

Sampling 858 zs...
Computing 858 distances...
Kernel ratio: min = -1.76, max = 1.69, mean = -0.015
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1152: Espilon = 847.6779, ESS = 858 Acc. rate = 27.26% Uniqueness rate particules = 96.9% Uniqueness rate components = 63.5% Global parameters uniqueness rate = 94.7%

Sampling 815 zs...
Computing 815 distances...
Kernel ratio: min = -1.59, max = 1.34, mean = -0.0492
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1153: Espilon = 847.1239, ESS = 815 Acc. rate = 27.53% Uniqueness rate particules = 97.1% Uniqueness rate components = 66.4% Global parameters uniqueness rate = 95.6%

Sampling 774 zs...
Computing 774 distances...
Kernel ratio: min = -1.64, max = 1.38, mean = -0.0169
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1154: Espilon = 846.5763, ESS = 774 Acc. rate = 26.47% Uniqueness rate particules = 97.1% Uniqueness rate components = 68.9% Global parameters uniqueness rate = 95.9%

Sampling 735 zs...
Computing 735 distances...
Kernel ratio: min = -1.49, max = 1.27, mean = -0.0258
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1155: Espilon = 846.1216, ESS = 735 Acc. rate = 27.06% Uniqueness rate particules = 97.2% Uniqueness rate components = 70.8% Global parameters uniqueness rate = 96.1%

Sampling 698 zs...
Computing 698 distances...
Kernel ratio: min = -1.53, max = 1.53, mean = -0.0093
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1156: Espilon = 845.6043, ESS = 698 Acc. rate = 27.19% Uniqueness rate particules = 97.2% Uniqueness rate components = 72.5% Global parameters uniqueness rate = 96.2%

Sampling 663 zs...
Computing 663 distances...
Kernel ratio: min = -1.74, max = 1.39, mean = -0.00308
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1157: Espilon = 844.8533, ESS = 663 Acc. rate = 25.63% Uniqueness rate particules = 97.2% Uniqueness rate components = 73.9% Global parameters uniqueness rate = 96.2%

Sampling 629 zs...
Computing 629 distances...
Kernel ratio: min = -1.8, max = 1.54, mean = 0.00287
Prior ratio: min = 0.0, max = 0.0, mean = 0.0
Iteration 1158: Espilon = 844.4263, ESS = 629 Acc. rate = 25.72% Uniqueness rate particules = 97.2% Uniqueness rate components = 75.2% Global parameters uniqueness rate = 96.2%
